what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1611511426481
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1611511426481
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1611511426481
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1611511426482
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1611511426482
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1611511426482
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1611511426482
started,bundle,org.eclipse.jem,2.0.402.v201106132000,"org.eclipse.jem",1611511426483
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1611511426483
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1611511426483
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1611511426484
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1611511426484
started,bundle,org.eclipse.jst.j2ee,1.1.406.v201110130300,"org.eclipse.jst.j2ee",1611511426484
started,bundle,org.eclipse.jst.j2ee.core,1.2.7.v201110060300,"org.eclipse.jst.j2ee.core",1611511426484
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.403.v201012020600,"org.eclipse.jst.j2ee.navigator.ui",1611511426484
started,bundle,org.eclipse.jst.j2ee.ui,1.1.404.v201101122300,"org.eclipse.jst.j2ee.ui",1611511426484
started,bundle,org.eclipse.jst.jee.ui,1.0.304.v201101272100,"org.eclipse.jst.jee.ui",1611511426484
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1611511426485
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1611511426485
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.bugzilla.core",1611511426485
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.bugzilla.ui",1611511426485
started,bundle,org.eclipse.mylyn.commons.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.core",1611511426485
started,bundle,org.eclipse.mylyn.commons.net,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.net",1611511426485
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.core",1611511426486
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.feed",1611511426488
started,bundle,org.eclipse.mylyn.commons.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.ui",1611511426489
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.workbench",1611511426489
started,bundle,org.eclipse.mylyn.context.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.core",1611511426489
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.monitor.ui",1611511426489
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.tasks.ui",1611511426489
started,bundle,org.eclipse.mylyn.team.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.team.ui",1611511426489
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1611511426489
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1611511426489
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1611511426489
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110419-1700,"org.eclipse.team.svn.core",1611511426489
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110318-1700,"org.eclipse.team.svn.mylyn",1611511426489
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110419-1700,"org.eclipse.team.svn.ui",1611511426489
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1611511426489
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1611511426489
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1611511426489
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1611511426489
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1611511426491
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1611511426491
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1611511426491
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1611511426491
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1611511426491
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1611511426491
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1611511426491
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1611511426491
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1611511426491
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1611511426492
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1611511426492
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1611511426492
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1611511426492
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.4.v201106210700,"org.eclipse.wst.common.emfworkbench.integration",1611511426492
started,bundle,org.eclipse.wst.common.frameworks,1.2.1.v201107271600,"org.eclipse.wst.common.frameworks",1611511426492
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1611511426492
started,bundle,org.eclipse.wst.common.modulecore,1.2.7.v201110060300,"org.eclipse.wst.common.modulecore",1611511426492
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.300.v201111030424,"org.eclipse.wst.common.project.facet.core",1611511426492
started,bundle,org.eclipse.wst.validation,1.2.204.v201109220700,"org.eclipse.wst.validation",1611511426492
started,bundle,org.eclipse.wst.xml.core,1.1.505.v201109271810,"org.eclipse.wst.xml.core",1611511426492
started,bundle,org.jboss.tools.common,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common",1611511426492
started,bundle,org.jboss.tools.common.model,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.model",1611511426492
started,bundle,org.polarion.eclipse.team.svn.connector.javahl16,2.2.2.I20110124-1700,"org.polarion.eclipse.team.svn.connector.javahl16",1611511426492
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit,2.2.2.I20100512-1900,"org.polarion.eclipse.team.svn.connector.svnkit",1611511426493
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110419-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1611511426493
os,sysinfo,,,"win32",1611511426497
arch,sysinfo,,,"x86_64",1611511426497
ws,sysinfo,,,"win32",1611511426498
locale,sysinfo,,,"en_US",1611511426498
processors,sysinfo,,,"4",1611511426498
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1611511426498
java.runtime.version,sysinfo,,,"1.8.0_271-b09",1611511426498
java.specification.name,sysinfo,,,"Java Platform API Specification",1611511426498
java.specification.vendor,sysinfo,,,"Oracle Corporation",1611511426498
java.specification.version,sysinfo,,,"1.8",1611511426498
java.vendor,sysinfo,,,"Oracle Corporation",1611511426498
java.version,sysinfo,,,"1.8.0_271",1611511426498
java.vm.info,sysinfo,,,"mixed mode",1611511426498
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1611511426498
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1611511426498
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1611511426498
java.vm.specification.version,sysinfo,,,"1.8",1611511426498
java.vm.vendor,sysinfo,,,"Oracle Corporation",1611511426498
java.vm.version,sysinfo,,,"25.271-b09",1611511426498
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20110318-1700,"org.eclipse.team.svn.revision.graph",1611511427026
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1611511427369
started,bundle,org.hibernate.eclipse.jdt.ui,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse.jdt.ui",1611511427620
started,bundle,org.hibernate.eclipse,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse",1611511429488
started,bundle,org.eclipse.jpt.core,2.3.3.v201102172310,"org.eclipse.jpt.core",1611511429635
started,bundle,org.hibernate.eclipse.console,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse.console",1611511429653
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1611511437418
started,bundle,it.eng.spagobi.studio.core,5.1.0,"it.eng.spagobi.studio.core",1611511444211
started,bundle,it.eng.spagobi.meta.editor,5.1.0,"it.eng.spagobi.meta.editor",1611511444578
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1611511455733
started,bundle,it.eng.spagobi.commons,1.0.0,"it.eng.spagobi.commons",1611511455754
started,bundle,it.eng.spagobi.meta.model,5.1.0,"it.eng.spagobi.meta.model",1611511455789
opened,view,it.eng.spagobi.studio.core,5.1.0,"it.eng.spagobi.studio.core.views.ResourceNavigator",1611511455990
started,bundle,org.eclipse.datatools.connectivity,1.2.7.v201302060508,"org.eclipse.datatools.connectivity",1611511456021
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.4.v201212070447,"org.eclipse.datatools.connectivity.ui",1611511456022
started,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.5.v201212070447,"org.eclipse.datatools.connectivity.ui.dse",1611511456022
started,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1611511456055
started,bundle,org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb,4.2.1.v20120820,"org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb",1611511456070
started,bundle,org.eclipse.datatools.connectivity.apache.derby,1.0.103.v201212070447,"org.eclipse.datatools.connectivity.apache.derby",1611511456891
started,bundle,org.eclipse.datatools.enablement.msft.sqlserver,1.0.2.v201212120617,"org.eclipse.datatools.enablement.msft.sqlserver",1611511456897
started,bundle,org.eclipse.datatools.enablement.sqlite,1.0.0.v201002041100,"org.eclipse.datatools.enablement.sqlite",1611511456901
started,bundle,org.eclipse.datatools.enablement.sybase.asa,1.0.2.v201212120618,"org.eclipse.datatools.enablement.sybase.asa",1611511456903
started,bundle,org.eclipse.datatools.enablement.sybase.ase,1.0.3.v201212120618,"org.eclipse.datatools.enablement.sybase.ase",1611511456905
started,bundle,org.eclipse.datatools.connectivity.sqm.core,1.2.6.v201212070447,"org.eclipse.datatools.connectivity.sqm.core",1611511457065
started,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.3.v201212070447,"org.eclipse.datatools.connectivity.sqm.core.ui",1611511457070
started,bundle,org.eclipse.datatools.connectivity.sqm.server.ui,1.1.101.v201212070447,"org.eclipse.datatools.connectivity.sqm.server.ui",1611511457094
started,bundle,com.teradata.datatools.util,13.11.0.201105251120,"com.teradata.datatools.util",1611511457108
started,bundle,com.teradata.datatools.util.logging,13.0.0.201105251120,"com.teradata.datatools.util.logging",1611511457108
started,bundle,com.teradata.datatools.dtp.catalog,13.11.0.201105251120,"com.teradata.datatools.dtp.catalog",1611511457108
started,bundle,org.eclipse.datatools.enablement.ingres,1.0.0.v200906111150,"org.eclipse.datatools.enablement.ingres",1611511457125
started,bundle,org.eclipse.datatools.enablement.postgresql,1.1.1.v201205252207,"org.eclipse.datatools.enablement.postgresql",1611511457125
started,bundle,org.eclipse.datatools.enablement.sybase,1.0.1.v201107221507,"org.eclipse.datatools.enablement.sybase",1611511457129
started,bundle,org.eclipse.datatools.modelbase.sql,1.0.6.v201208230744,"org.eclipse.datatools.modelbase.sql",1611511457163
opened,view,org.eclipse.datatools.connectivity.ui.dse,1.1.5.v201212070447,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1611511457231
activated,perspective,it.eng.spagobi.studio.core,5.1.0,"it.eng.spagobi.studio.core.perspectives.SpagoBIPerspective",1611511457264
activated,view,it.eng.spagobi.studio.core,5.1.0,"it.eng.spagobi.studio.core.views.ResourceNavigator",1611511457274
started,bundle,it.eng.spagobi.studio.utils,5.1.0,"it.eng.spagobi.studio.utils",1611511457473
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.5.v201212070447,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1611511467727
started,bundle,org.eclipse.datatools.connectivity.oda.design.ui,3.2.8.v201207060816,"org.eclipse.datatools.connectivity.oda.design.ui",1611511467746
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1611511467773
started,bundle,org.eclipse.datatools.connectivity.oda.profile,3.2.8.v201209080429,"org.eclipse.datatools.connectivity.oda.profile",1611511468899
started,bundle,org.eclipse.datatools.connectivity.oda,3.3.4.v201212070447,"org.eclipse.datatools.connectivity.oda",1611511468902
started,bundle,org.eclipse.datatools.enablement.ibm.db2.luw.ui,1.0.4.v201212120614,"org.eclipse.datatools.enablement.ibm.db2.luw.ui",1611511469156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1611511469206
started,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v201107221506,"org.eclipse.datatools.enablement.postgresql.ui",1611511472185
started,bundle,org.eclipse.datatools.connectivity.db.generic,1.0.1.v201107221459,"org.eclipse.datatools.connectivity.db.generic",1611511472189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1611511519208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1611511521872
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1611511523583
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1611511523785
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1611511524266
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1611511524273
stopped,bundle,cbg.article.treeviewer,1.0.0,"cbg.article.treeviewer",1611511524486
stopped,bundle,it.eng.spagobi.studio.core,5.1.0,"it.eng.spagobi.studio.core",1611511524510
stopped,bundle,it.eng.spagobi.studio.console,5.1.0,"it.eng.spagobi.studio.console",1611511524510
stopped,bundle,org.eclipse.birt.report.debug.ui,4.2.1.v20120820,"org.eclipse.birt.report.debug.ui",1611511524510
stopped,bundle,org.eclipse.birt.report.designer.ui.preview.web,4.2.1.v20120820,"org.eclipse.birt.report.designer.ui.preview.web",1611511524510
stopped,bundle,org.eclipse.birt.report.viewer,4.2.1.v201209071804,"org.eclipse.birt.report.viewer",1611511524510
stopped,bundle,com.teradata.datatools.dependencies.ui,13.0.0.201105251120,"com.teradata.datatools.dependencies.ui",1611511524510
stopped,bundle,com.teradata.datatools.dtp.compareview,13.11.0.201105251120,"com.teradata.datatools.dtp.compareview",1611511524510
stopped,bundle,com.teradata.datatools.dtp.find,13.10.0.201105251120,"com.teradata.datatools.dtp.find",1611511524510
stopped,bundle,com.teradata.datatools.dtp.copycompare,13.11.0.201105251120,"com.teradata.datatools.dtp.copycompare",1611511524510
stopped,bundle,com.teradata.datatools.dependencies,13.0.0.201105251120,"com.teradata.datatools.dependencies",1611511524510
stopped,bundle,com.teradata.datatools.jxsp,13.11.0.201105251120,"com.teradata.datatools.jxsp",1611511524510
stopped,bundle,com.teradata.datatools.dtp.sqltools.plan.preferences,13.0.0.201105251120,"com.teradata.datatools.dtp.sqltools.plan.preferences",1611511524510
stopped,bundle,com.teradata.datatools.sqldev.dialogs,13.11.0.201105251120,"com.teradata.datatools.sqldev.dialogs",1611511524510
stopped,bundle,com.teradata.datatools.xsltmanager.wizards,13.2.0.201105251120,"com.teradata.datatools.xsltmanager.wizards",1611511524510
stopped,bundle,com.teradata.datatools.sqldev.viewparts,13.11.0.201105251120,"com.teradata.datatools.sqldev.viewparts",1611511524510
stopped,bundle,com.teradata.datatools.dtp.dse.ui,13.11.0.201105251120,"com.teradata.datatools.dtp.dse.ui",1611511524510
stopped,bundle,com.teradata.datatools.dtp.fastload,13.11.0.201105251120,"com.teradata.datatools.dtp.fastload",1611511524510
stopped,bundle,com.teradata.datatools.dtp.fastexport,13.10.0.201105251120,"com.teradata.datatools.dtp.fastexport",1611511524510
stopped,bundle,com.teradata.datatools.dtp.sqltools.resultview,13.11.0.201105251120,"com.teradata.datatools.dtp.sqltools.resultview",1611511524510
stopped,bundle,com.teradata.datatools.sqldev.history,13.11.0.201105251120,"com.teradata.datatools.sqldev.history",1611511524510
stopped,bundle,com.teradata.datatools.teradataproject,13.11.0.201105251120,"com.teradata.datatools.teradataproject",1611511524510
stopped,bundle,com.teradata.datatools.dtp.sqltools.ui,13.11.0.201105251120,"com.teradata.datatools.dtp.sqltools.ui",1611511524510
stopped,bundle,com.teradata.datatools.dtp.sqltools.plan,13.10.0.201105251120,"com.teradata.datatools.dtp.sqltools.plan",1611511524510
stopped,bundle,com.teradata.datatools.dtp.sqltools.result,13.11.0.201105251120,"com.teradata.datatools.dtp.sqltools.result",1611511524510
stopped,bundle,com.teradata.datatools.dtp.xsd,13.2.0.201105251120,"com.teradata.datatools.dtp.xsd",1611511524510
stopped,bundle,com.teradata.datatools.dtp.sqltools,13.11.0.201105251120,"com.teradata.datatools.dtp.sqltools",1611511524510
stopped,bundle,com.teradata.datatools.xsltmanager,13.1.0.201105251120,"com.teradata.datatools.xsltmanager",1611511524510
stopped,bundle,com.teradata.datatools.dtp.teradataview,13.11.0.201105251120,"com.teradata.datatools.dtp.teradataview",1611511524510
stopped,bundle,com.teradata.datatools.dtp.util,13.2.0.201105251120,"com.teradata.datatools.dtp.util",1611511524526
stopped,bundle,com.teradata.datatools.sqldev.models,13.11.0.201105251120,"com.teradata.datatools.sqldev.models",1611511524526
stopped,bundle,com.teradata.datatools.dtp.catalog,13.11.0.201105251120,"com.teradata.datatools.dtp.catalog",1611511524526
stopped,bundle,com.teradata.datatools.dtp.connectivity.db.teradata,13.11.0.201105251120,"com.teradata.datatools.dtp.connectivity.db.teradata",1611511524526
stopped,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v201108120600,"org.eclipse.datatools.enablement.hsqldb.ui",1611511524526
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1611511524526
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v201107221506,"org.eclipse.datatools.enablement.postgresql.ui",1611511524526
stopped,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sqlite.ui",1611511524526
stopped,bundle,org.eclipse.jpt.eclipselink.ui,1.3.0.v201004280001,"org.eclipse.jpt.eclipselink.ui",1611511524526
stopped,bundle,org.eclipse.jpt.jaxb.ui,1.0.1.v201006300000,"org.eclipse.jpt.jaxb.ui",1611511524526
stopped,bundle,org.jboss.tools.hibernate.jpt.ui,3.4.0.v20110215-1252-H31-GA,"org.jboss.tools.hibernate.jpt.ui",1611511524526
stopped,bundle,org.eclipse.jpt.ui,2.3.2.v201008252310,"org.eclipse.jpt.ui",1611511524526
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.2.v201211200622,"org.eclipse.datatools.connectivity.db.generic.ui",1611511524526
stopped,bundle,org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb.ui,4.2.1.v20120820,"org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb.ui",1611511524526
stopped,bundle,org.eclipse.datatools.connectivity.apache.derby.ui,1.0.3.v201107221459,"org.eclipse.datatools.connectivity.apache.derby.ui",1611511524526
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1611511524526
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111204,"org.eclipse.datatools.enablement.sybase.asa.ui",1611511524526
stopped,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1611511524526
stopped,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090452,"org.eclipse.datatools.enablement.sybase.ui",1611511524526
stopped,bundle,org.eclipse.datatools.sqltools.data.ui,1.2.2.v201212120623,"org.eclipse.datatools.sqltools.data.ui",1611511524526
stopped,bundle,org.eclipse.datatools.connectivity.sqm.server.ui,1.1.101.v201212070447,"org.eclipse.datatools.connectivity.sqm.server.ui",1611511524526
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.3.v201211200616,"org.eclipse.datatools.sqltools.ddlgen.ui",1611511524526
